class_id,student_id,joined_ts
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,cfca9c33-8b41-4a2f-83e2-337662f02bbe,"2024-01-23 08:18:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,f4b581c0-6cfe-47d7-b93a-97c9a54960bc,"2024-01-24 08:21:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,1414b652-4211-4719-b919-088715f7b492,"2024-01-18 08:24:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,64fd6f54-8813-4a26-9c25-5af0ddb081d0,"2024-01-19 08:27:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,d9f63d17-c4ea-447a-84a5-8aa3169f04c0,"2024-01-20 08:30:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,0facbbc7-d126-4e6c-9952-b2e8431cd8de,"2024-01-21 08:33:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,e5e35199-21fc-44a3-a5e6-fd0b5d494d6a,"2024-01-22 08:36:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,792ce379-730c-493b-bd98-fea00a038b16,"2024-01-23 08:39:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,b59d969e-6923-4e7d-8f82-34e259bcf8ab,"2024-01-24 08:42:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,4cc40661-5804-479b-9165-71e2c61f72d8,"2024-01-18 08:45:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,92593b1c-3d49-43bb-ac0f-b54df3ac6e4e,"2024-01-19 08:48:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,7dc20169-cd0a-4b58-b5db-004b02f9f0b1,"2024-01-20 08:51:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,49568339-64a7-4cb9-854c-051c75e388c8,"2024-01-21 08:54:00"
39ec9ef9-16a4-49ed-82e0-45ff9109b66f,0fdb5e99-071c-4586-bc45-057d4b6cbf90,"2024-01-22 08:57:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,e3378984-e602-4db4-a84c-235c6cd748d3,"2024-01-20 08:00:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,def54412-2285-467b-bbe8-aa47e3767fa1,"2024-01-21 08:03:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,f0c3e799-e2be-4911-acb1-3fa648faddc3,"2024-01-22 08:06:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,15ec244b-462b-4245-90df-4dee6ec19419,"2024-01-23 08:09:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,e9eff09a-2986-4b09-b4c1-98b10d4533f0,"2024-01-24 08:12:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,8af6b44f-aae4-48f3-bfe2-b378afd50575,"2024-01-25 08:15:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,4ba96fc0-7a40-422e-8a59-ce5eb8d952fb,"2024-01-26 08:18:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,b0d341a3-dad5-45d8-af86-a4934ab2836a,"2024-01-20 08:21:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,6e1aa8b0-68e0-4405-8024-88c741c19a2a,"2024-01-21 08:24:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,d5d0c34e-5fe4-4ff5-a3dd-54e11f9670ed,"2024-01-22 08:27:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,dc9e0c0d-7429-45e2-bf33-e2d9ca9a92db,"2024-01-23 08:30:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,ff91793a-5bb2-4aac-96ba-478277b78c45,"2024-01-24 08:33:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,6d378367-7231-4cf3-9f81-1204d318a08b,"2024-01-25 08:36:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,c7a6cb2b-c402-4f2b-84bb-e7cd80058bd9,"2024-01-26 08:39:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,83a76840-c15d-49e3-99c0-514c75c3e48c,"2024-01-20 08:42:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,84992771-eb53-438c-a4d1-13a21986cef5,"2024-01-21 08:45:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,01a4ddc3-945d-4e0e-b708-4e66ee9ddd76,"2024-01-22 08:48:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,7517af17-8ce5-4e2f-8bfb-6ca853137e51,"2024-01-23 08:51:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,afa123a2-d3e7-4376-bad7-39d9fe3b2ae8,"2024-01-24 08:54:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,dbcad7a0-5300-4cdc-85a0-11f5de6ae0ba,"2024-01-25 08:57:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,df96f758-914f-4e81-a1d6-dcd8fff73240,"2024-01-26 08:00:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,25fabcf5-27ae-47b0-88a6-f4e99cb775d7,"2024-01-20 08:03:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,5a727880-b026-44db-898f-1c2ce62cf0d2,"2024-01-21 08:06:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,4695ee2e-06f5-4dbf-ace4-036d948ec2e9,"2024-01-22 08:09:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,4d856da3-d253-4b93-8556-79d71b7cda78,"2024-01-23 08:12:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,7a44a4dc-1d7b-4104-a8ee-eddd0139245a,"2024-01-24 08:15:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,1bf2bd01-885a-4c35-8e0f-c41f25654c49,"2024-01-25 08:18:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,e7cc2ca9-8a42-4672-a359-00f47f1b8524,"2024-01-26 08:21:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,095828dc-6346-424d-b662-f0c7ccc31740,"2024-01-20 08:24:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,8c5c752b-b77d-450e-8745-8f3483b2f3a0,"2024-01-21 08:27:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,570a3617-89d9-4b1f-a19d-9561a6f48e59,"2024-01-22 08:30:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,fd676769-d4cf-4007-be8d-d73a75a4c87a,"2024-01-23 08:33:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,95e6de85-1bff-42ce-a85c-71ae6ea3d965,"2024-01-24 08:36:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,fde8abac-d570-481c-9efb-3db943ad52c4,"2024-01-25 08:39:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,94b5dbee-7016-45e4-a8dd-81fbf1b50c4e,"2024-01-26 08:42:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,0fed753d-5b48-4385-b10f-675580e24840,"2024-01-20 08:45:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,843de7b6-47dc-4cea-9688-b05b32e8589a,"2024-01-21 08:48:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,af23ddf5-5fdd-440e-849f-0afadb76c41c,"2024-01-22 08:51:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,a8298b6c-7421-4b60-a122-fe94ded424cc,"2024-01-23 08:54:00"
2892f195-4729-4809-9a5a-bbc6ef2d9597,ecbe0f5b-c97e-423d-b2c5-105c3ba62c92,"2024-01-24 08:57:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,afc28642-afbe-4272-8f05-e33c6453b035,"2024-01-22 08:00:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,108728b3-91f0-42b4-9f4a-c83e6c0d4183,"2024-01-23 08:03:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,2abc1100-996f-43e4-9099-87ca5121481d,"2024-01-24 08:06:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,a9c247dd-df94-4798-9eb2-dbf1a063d87d,"2024-01-25 08:09:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,06f7af76-52da-431f-a694-7a49f7bfe314,"2024-01-26 08:12:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,247244b6-f2b0-4839-8054-c3897026bfbd,"2024-01-27 08:15:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,0f54ffb8-29cb-4c31-8e5c-0a5df5b86ca9,"2024-01-28 08:18:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,b77cb189-d957-40ed-97b4-2bf1bfcde7d1,"2024-01-22 08:21:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,82113210-0eda-46e9-abcf-c0567eac77bd,"2024-01-23 08:24:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,aa32d87b-193f-435e-b57f-f72c5c8a5dfd,"2024-01-24 08:27:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,a17b70dd-0627-4b5f-937d-9261aed69d99,"2024-01-25 08:30:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,be26d530-4560-4417-b633-1e3f1647a3b3,"2024-01-26 08:33:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,1dfd4e3c-0050-432b-a540-a8a5a3ab9266,"2024-01-27 08:36:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,1af3e5fb-c6a8-4b6b-8812-daee8563fc98,"2024-01-28 08:39:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,a718fdf3-b5d3-4b2e-9613-58a606ec4f51,"2024-01-22 08:42:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,741881ee-5020-4749-9957-c6bda67a09aa,"2024-01-23 08:45:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,568614c7-02f3-4754-9d36-b53cd69e65fc,"2024-01-24 08:48:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,373ed79d-6cb6-4ef2-9023-2114421fd559,"2024-01-25 08:51:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,3dd6ce23-6dbb-426d-a94b-09bf1b9bfa34,"2024-01-26 08:54:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,3e13320d-aafa-4bc7-a28d-f9c235255fd7,"2024-01-27 08:57:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,069badf1-6c85-4f43-b19d-a43c27533db6,"2024-01-28 08:00:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,08a71fc6-37fb-491e-b342-3e97eb1d1de7,"2024-01-22 08:03:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,5a5c3927-e23e-4fac-8ff3-f1add6fb46d7,"2024-01-23 08:06:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,65a7cf79-a300-4605-8630-e57f2eece627,"2024-01-24 08:09:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,4e60cecf-53b4-421d-a0bb-1fa2f6be2b96,"2024-01-25 08:12:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,09d1f3cb-a30b-47a2-8b49-210f9b0872e0,"2024-01-26 08:15:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,f9a547c8-9f60-4450-a845-04286472c777,"2024-01-27 08:18:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,bcdf545c-eac2-4b16-9cc2-0ef2ddbcc05e,"2024-01-28 08:21:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,4c852747-2322-44d0-b08e-b361bfcbc990,"2024-01-22 08:24:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,d7fb0973-d32f-439d-9313-b85fff434a39,"2024-01-23 08:27:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,46b131d5-c67a-4ab6-bdc7-6cb2487286fa,"2024-01-24 08:30:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,21675602-0d01-4b2f-981f-7239441f3858,"2024-01-25 08:33:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,955de350-fb87-4f91-9272-3cbb9775b5da,"2024-01-26 08:36:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,9908884d-654f-4809-b013-0952eb206090,"2024-01-27 08:39:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,8015707f-50a5-4e0e-9353-7a977b302e44,"2024-01-28 08:42:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,865ac3c1-2d71-434e-a9d6-c7fff0fec4bb,"2024-01-22 08:45:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,3097536e-856f-4635-ad41-b711cf31a0d1,"2024-01-23 08:48:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,cb0f7f8f-e40e-427c-894c-aad6382a8ad2,"2024-01-24 08:51:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,0fca54c7-d076-464e-a210-90fa6d876d71,"2024-01-25 08:54:00"
5846881f-7d7f-4c37-9575-ded0a35590bd,d1788d85-166b-4d5f-8167-5bf56f02b021,"2024-01-26 08:57:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,90bb8b54-acb7-4754-8b05-aa34000d8c1c,"2024-01-24 08:00:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,ea8e8ccf-872e-470b-9a13-d45ecad17942,"2024-01-25 08:03:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,cf0b8268-42e7-47b7-b8d4-c550d8d9fad8,"2024-01-26 08:06:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,b5f8abdc-3cab-4b3d-9cd3-e6d9d789e6cf,"2024-01-27 08:09:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,ba8cbcdd-f999-49ac-a8c7-2399b0549982,"2024-01-28 08:12:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,3e9566f9-129e-4fb3-a7ff-6f99971612f5,"2024-01-29 08:15:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,abd9abf2-6bf0-4158-b213-fd28183278fb,"2024-01-30 08:18:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,abb95600-b416-4a3c-a3de-c96f1611ffa1,"2024-01-24 08:21:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,af9c0b16-d2d1-4723-afd5-d50a4d0cf577,"2024-01-25 08:24:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,4492e3ba-c60e-4c67-9bfd-1826d02a7a1b,"2024-01-26 08:27:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,68297f21-060d-497c-aed4-40eca5c1c2f1,"2024-01-27 08:30:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,c4abb420-95e1-466f-b0eb-12711553b988,"2024-01-28 08:33:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,bf376270-962e-4ebe-9adb-4e980cccc2a8,"2024-01-29 08:36:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,b4633f15-8ac2-47f2-a0d4-59fe8d1a1b98,"2024-01-30 08:39:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,0ea477a3-ed5b-4412-864f-33277f0e4645,"2024-01-24 08:42:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,774cc08c-ef8f-485c-88ba-b6b1768e6280,"2024-01-25 08:45:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,712a2b26-839a-4a72-a0dd-f367b70aacd5,"2024-01-26 08:48:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,c17b6984-0fed-4635-bba3-551d36fc580f,"2024-01-27 08:51:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,a097a149-33de-4bd6-a982-5e5377ca1642,"2024-01-28 08:54:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,f9f01807-8da2-4f5a-8847-b42d15d1945b,"2024-01-29 08:57:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,6ec056d0-2d65-4ce3-b092-fd4b334848d4,"2024-01-30 08:00:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,27924d1f-1ae1-4625-8fe4-a778ca95c935,"2024-01-24 08:03:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,4fb47dab-aece-44d7-9847-1e55a794f487,"2024-01-25 08:06:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,7811a97d-e266-474c-9e34-aac931feb10a,"2024-01-26 08:09:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,3a2025c0-931e-41e8-b475-1471bf559991,"2024-01-27 08:12:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,ea3e53ad-824d-4628-9410-fa2b807c2eae,"2024-01-28 08:15:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,4e38cd59-7298-44ad-853f-aaf1d282313d,"2024-01-29 08:18:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,753e8a7b-adeb-4ef3-9c67-01695cf1de0d,"2024-01-30 08:21:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,b3e01e36-2417-42a0-a3ac-91f7598a9105,"2024-01-24 08:24:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,b0f68bc2-ec96-4163-a21b-3e76e4d6a219,"2024-01-25 08:27:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,29ce4820-973b-4ce6-acca-151395bf6f04,"2024-01-26 08:30:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,d7175c9c-d57a-499a-ac71-f4c8e13ab552,"2024-01-27 08:33:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,62bb70e7-82a1-4ed5-bd83-9888b3d79d1c,"2024-01-28 08:36:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,b34a62d3-ed21-42f0-a6c4-f74a9fc4a2a9,"2024-01-29 08:39:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,4cb72e78-13b9-4879-80b7-10c0732548e0,"2024-01-30 08:42:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,66065c21-08a0-43ff-ae77-7404f6be3385,"2024-01-24 08:45:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,06202250-e529-4a34-9b46-9f11ef01603c,"2024-01-25 08:48:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,a5fb4b5e-9811-42ba-9496-d5d37990ddb4,"2024-01-26 08:51:00"
13d0ef3d-4e42-4ab7-906b-6b61a61986c2,98cbbe76-5586-461a-a7fb-54dfafb67944,"2024-01-27 08:54:00"
