id,name,subject,teacher_id,code,description,created_at
ee0a0ae0-bae7-43bf-b586-106c8bfa9903,"Demo Civil Engineering Section 039","Civil Engineering",dc87563b-7e49-40f8-aeb0-7465ab5a058d,DCL0039,"Synthetic class generated for school presentation data.",2024-03-31
a8151c84-1510-4b50-92fa-e443747661e0,"Demo Computer Science Section 040","Computer Science",a982f8e1-aa69-4d0b-9e02-fc9ba4aa9585,DCL0040,"Synthetic class generated for school presentation data.",2024-04-02
56a339f0-5837-4808-8074-1aac63c920ff,"Demo Economics Section 041",Economics,912a77ce-3455-4b3f-aed3-3846708aa466,DCL0041,"Synthetic class generated for school presentation data.",2024-04-04
54b2786c-fff3-4e19-8307-9e9aebea6dbd,"Demo Engineering Section 042",Engineering,e3014128-a1a3-4960-a0ea-5758a8f48563,DCL0042,"Synthetic class generated for school presentation data.",2024-04-06
28a1e5f0-0f5b-4c04-939c-235b657da6fb,"Demo History Section 043",History,fbe078da-3782-489d-a647-21fba6a7b74e,DCL0043,"Synthetic class generated for school presentation data.",2024-04-08
cbabae57-1913-40e0-8245-b8ae6e432447,"Demo Information Technology Section 044","Information Technology",e6c0c57b-3eba-49e9-9db0-5d53928aff4b,DCL0044,"Synthetic class generated for school presentation data.",2024-04-10
524b7ab2-014e-4211-830e-783f2d244552,"Demo Literature Section 045",Literature,12dcb5ad-9f54-47b7-a4c1-c5f276a412f3,DCL0045,"Synthetic class generated for school presentation data.",2024-04-12
366e513b-afd1-4d20-900d-a43a28d16e18,"Demo Marketing Section 046",Marketing,5e15a133-a6d6-4534-953a-bf733ca44c35,DCL0046,"Synthetic class generated for school presentation data.",2024-04-14
0a4ff0b7-9805-409a-b36e-8f0912aa5348,"Demo Mathematics Section 047",Mathematics,08ffa339-08ff-46f9-abca-4ce7a60aba06,DCL0047,"Synthetic class generated for school presentation data.",2024-04-16
ae0094b7-22a9-458c-a9a0-d3d9e94adead,"Demo Mechanical Engineering Section 048","Mechanical Engineering",4baeebe3-580a-42ce-975e-e78e9e6b98e0,DCL0048,"Synthetic class generated for school presentation data.",2024-04-18
c5ecd1bc-c237-45c7-aabb-cbda6775e4bd,"Demo Physics Section 049",Physics,4ce8e153-f2a7-4eeb-ab7d-9aaa05af8be1,DCL0049,"Synthetic class generated for school presentation data.",2024-04-20
9d212f2f-8890-4bbf-9908-9499863e4870,"Demo Political Science Section 050","Political Science",653989fc-7158-4997-848a-d829db359ea6,DCL0050,"Synthetic class generated for school presentation data.",2024-04-22
b8d0882f-4f38-4d03-9525-6f86635152ba,"Demo Psychology Section 051",Psychology,b6b035d6-bb35-42c9-96e1-c27a739201b0,DCL0051,"Synthetic class generated for school presentation data.",2024-04-24
682dde43-fb86-4ca6-8ff2-4ff5ea45c3c0,"Demo Accounting Section 052",Accounting,e01d678a-a377-4949-8306-9a47aa43b700,DCL0052,"Synthetic class generated for school presentation data.",2024-04-26
1b3e5f4a-1cb0-45d5-863e-c3cad078e2cb,"Demo Biology Section 053",Biology,f3fddcd0-87ff-4257-af51-336d7250710d,DCL0053,"Synthetic class generated for school presentation data.",2024-04-28
8a30f8ba-d024-4ccc-a13b-0165cdb61b6a,"Demo Business Section 054",Business,4a614ff2-85f1-421a-82bc-88ea7baa9157,DCL0054,"Synthetic class generated for school presentation data.",2024-04-30
5c5a6940-d403-4560-b99d-028f237fe85c,"Demo Chemistry Section 055",Chemistry,31689826-b681-469d-a937-fae26ca1caed,DCL0055,"Synthetic class generated for school presentation data.",2024-05-02
ec791c67-73ed-47b6-a298-67c7d8d6ed20,"Demo Civil Engineering Section 056","Civil Engineering",c561369a-fe81-4a42-b856-a31f2008b349,DCL0056,"Synthetic class generated for school presentation data.",2024-05-04
322c0b10-45df-4dd3-911b-397bc17e10f2,"Demo Computer Science Section 057","Computer Science",5bec68f4-83c7-4e92-b3a9-6bb1d7060b46,DCL0057,"Synthetic class generated for school presentation data.",2024-05-06
8d06bac2-1722-4949-95af-45f083d01cd1,"Demo Economics Section 058",Economics,ba2b2fa1-25b4-4f53-9382-687461ce98b9,DCL0058,"Synthetic class generated for school presentation data.",2024-05-08
c4a0d72f-9b7d-4fe6-9163-fca0e9897f39,"Demo Engineering Section 059",Engineering,f6a6831b-e31a-4284-8f85-86ba6682f269,DCL0059,"Synthetic class generated for school presentation data.",2024-05-10
53338779-02b8-424c-ab31-2299194c7d54,"Demo History Section 060",History,c162b8cf-d77a-43ca-bc69-c3e13a03b7d7,DCL0060,"Synthetic class generated for school presentation data.",2024-05-12
78f20a34-8f4d-4e17-b1df-274ad3720e62,"Demo Information Technology Section 061","Information Technology",94845bcf-c361-4a85-8629-c5df1ebe14de,DCL0061,"Synthetic class generated for school presentation data.",2024-05-14
9878dc8e-6ef4-42c7-999d-bf2f88faccd1,"Demo Literature Section 062",Literature,31acda93-0cdb-4dfe-ba69-d17d45ff8551,DCL0062,"Synthetic class generated for school presentation data.",2024-05-16
bc853894-4cba-4559-a8af-3ff10cc39e9d,"Demo Marketing Section 063",Marketing,d6f95ab5-a863-4a2a-b88c-ea19c86cb29d,DCL0063,"Synthetic class generated for school presentation data.",2024-05-18
39abd086-5746-4c17-9b6d-68b2f747af19,"Demo Mathematics Section 064",Mathematics,53616bb3-ccdb-4536-b6d0-8d2bfb99b419,DCL0064,"Synthetic class generated for school presentation data.",2024-05-20
af91b12e-f099-46ae-af34-8b218171fe3a,"Demo Mechanical Engineering Section 065","Mechanical Engineering",02a2e244-b394-463b-b5d2-3be16670bf72,DCL0065,"Synthetic class generated for school presentation data.",2024-05-22
5197fdcf-da8e-43f4-9e4b-68c4a6763a18,"Demo Physics Section 066",Physics,b6fa442b-8c21-467d-848c-8ee85ba282b2,DCL0066,"Synthetic class generated for school presentation data.",2024-05-24
f817fc96-d5e4-49c6-8259-ed99ecf18643,"Demo Political Science Section 067","Political Science",3f0c3ec8-af67-4ef3-b131-35ef8d6db353,DCL0067,"Synthetic class generated for school presentation data.",2024-05-26
6f0ac4cb-9e4a-4f35-beed-555aa8db4b01,"Demo Psychology Section 068",Psychology,350ce0b6-23cf-4834-9280-a07188219f85,DCL0068,"Synthetic class generated for school presentation data.",2024-05-28
20af66db-80a4-43e2-b031-83375ecc4d1c,"Demo Accounting Section 069",Accounting,13e0558c-2891-4d08-a308-5f0370d9c610,DCL0069,"Synthetic class generated for school presentation data.",2024-05-30
24a3e5e0-b3f9-426a-8b9d-f7bb6d49fefc,"Demo Biology Section 070",Biology,b3e426f1-2d79-4c64-a460-66eccac320ac,DCL0070,"Synthetic class generated for school presentation data.",2024-06-01
e71e7525-734c-42c7-9d4f-2431b754e101,"Demo Business Section 071",Business,fbee6fdb-6e1d-4f86-b23b-aa2628756acb,DCL0071,"Synthetic class generated for school presentation data.",2024-06-03
e66fdeb9-ea04-481c-92b1-75669046ab99,"Demo Chemistry Section 072",Chemistry,1eadd115-fdb3-4e30-b629-06acb7ee7ebc,DCL0072,"Synthetic class generated for school presentation data.",2024-06-05
c53ba1cc-6441-44f5-bac2-87b9f2007d40,"Demo Civil Engineering Section 073","Civil Engineering",1c3af693-4807-40f5-9cb2-dcaf223e668e,DCL0073,"Synthetic class generated for school presentation data.",2024-06-07
10add5cb-01e9-4cba-b656-2fc7b38dd113,"Demo Computer Science Section 074","Computer Science",30e99fce-fa56-431e-abed-2a3b9ab666b8,DCL0074,"Synthetic class generated for school presentation data.",2024-06-09
4b3293d5-e6c0-4bdb-93d2-1fffada7dea4,"Demo Economics Section 075",Economics,b3deddef-c8e6-478e-89ec-b76a0341bf88,DCL0075,"Synthetic class generated for school presentation data.",2024-06-11
dbb6ad3e-6ea2-4e49-9855-3762fd441f2e,"Demo Engineering Section 076",Engineering,9cb869b6-ab28-4ccc-b818-db35cc80b426,DCL0076,"Synthetic class generated for school presentation data.",2024-06-13
6878218e-f1fd-4293-84b9-079eb862dc5e,"Demo History Section 077",History,35cc8742-4151-4edb-bcdb-9da38e12a56e,DCL0077,"Synthetic class generated for school presentation data.",2024-06-15
310f12e3-ac4f-4cf5-8aa5-091a86b3e225,"Demo Information Technology Section 078","Information Technology",b97e64e8-82a4-441b-8095-0b8fff3d76f2,DCL0078,"Synthetic class generated for school presentation data.",2024-06-17
5a7d5f57-8d49-4cdb-bf53-ce9186390a10,"Demo Literature Section 079",Literature,31de95ba-0ccd-43fe-94cf-bb0055184b8b,DCL0079,"Synthetic class generated for school presentation data.",2024-06-19
c6b644d1-666c-42fd-b037-b565a5fb5b92,"Demo Marketing Section 080",Marketing,360002e0-bbcf-45be-a9f4-aa04b8b7de5c,DCL0080,"Synthetic class generated for school presentation data.",2024-06-21
15a9f720-5cc5-4b2b-9e44-bd1286253427,"Demo Mathematics Section 081",Mathematics,9369964d-5909-4161-a16d-0434ca731675,DCL0081,"Synthetic class generated for school presentation data.",2024-06-23
7ae3aa0d-4e02-4cad-8055-734195209959,"Demo Mechanical Engineering Section 082","Mechanical Engineering",a35aa0b2-2c5b-411e-b734-f802b3c66b2b,DCL0082,"Synthetic class generated for school presentation data.",2024-06-25
803835e3-f447-47ec-9db4-3b9c5520cfd7,"Demo Physics Section 083",Physics,dc9581fc-fa9d-4e78-a155-4d6f10cb3204,DCL0083,"Synthetic class generated for school presentation data.",2024-06-27
47213908-792c-41f6-841a-81193965e101,"Demo Political Science Section 084","Political Science",84a5c2ea-2e43-4beb-9eb3-a171af8c5872,DCL0084,"Synthetic class generated for school presentation data.",2024-06-29
5ab3e01b-bde9-4f9d-9931-69e3626967ec,"Demo Psychology Section 085",Psychology,52b61f08-2bb6-47b9-bc71-39a1f72c0bca,DCL0085,"Synthetic class generated for school presentation data.",2024-07-01
039d1044-b27b-45a6-bdc4-77c9b4f6c848,"Demo Accounting Section 086",Accounting,f3202500-c034-4b79-9868-bb014532b0c8,DCL0086,"Synthetic class generated for school presentation data.",2024-07-03
25e4149a-1a84-4315-8a7e-b46c07bf79d1,"Demo Biology Section 087",Biology,60f7dd36-7318-4a79-9352-9365d8251049,DCL0087,"Synthetic class generated for school presentation data.",2024-07-05
88deff42-9b6f-4810-b462-f24c84bb130e,"Demo Business Section 088",Business,b11f1ecb-a2f7-4fff-80e4-dea777fdd0b9,DCL0088,"Synthetic class generated for school presentation data.",2024-07-07
c7aaf982-fa6c-4c27-92f5-4a752f900574,"Demo Chemistry Section 089",Chemistry,295bd122-1bf5-43a1-b715-938a9dacb0a7,DCL0089,"Synthetic class generated for school presentation data.",2024-07-09
6937aa5d-71c7-4e36-99a8-e425a159e8fe,"Demo Civil Engineering Section 090","Civil Engineering",4c3e79c5-e495-476d-8fea-8f88924ed6ed,DCL0090,"Synthetic class generated for school presentation data.",2024-07-11
2858a669-43f6-4650-9bd7-e3a96626fcb2,"Demo Computer Science Section 091","Computer Science",823c7973-5010-4c9c-af33-2f16b1a16605,DCL0091,"Synthetic class generated for school presentation data.",2024-07-13
ee71c47e-a3c6-4a3f-bf61-22927e420cf2,"Demo Economics Section 092",Economics,ce949283-62ac-428c-a9bb-645837e79ed4,DCL0092,"Synthetic class generated for school presentation data.",2024-07-15
ecaf58a2-24b6-4231-8f3f-cee4a34129f4,"Demo Engineering Section 093",Engineering,abdd52d3-f684-47f1-a2af-1732c27972f7,DCL0093,"Synthetic class generated for school presentation data.",2024-07-17
e4fb02b5-062d-4949-abc9-8b44af3ee4b9,"Demo History Section 094",History,3b773a92-57f2-495d-8996-efbf7885beba,DCL0094,"Synthetic class generated for school presentation data.",2024-07-19
aa68ecb8-8302-4258-9c0e-80b69c2e1725,"Demo Information Technology Section 095","Information Technology",3d928acd-e676-4fd4-829d-48b73da83ebf,DCL0095,"Synthetic class generated for school presentation data.",2024-07-21
681c283b-ce85-42ad-ad96-d2d15cc39fab,"Demo Literature Section 096",Literature,fe7d4685-3c5f-4934-869e-b8c77a2a7f59,DCL0096,"Synthetic class generated for school presentation data.",2024-07-23
3bdf1335-986b-4a5f-991d-873a1a2c91aa,"Demo Marketing Section 097",Marketing,e8567c4d-27bc-4edd-bc94-30412a1e8343,DCL0097,"Synthetic class generated for school presentation data.",2024-07-25
0d6ae9dc-3697-4bd3-aebe-9f678efb7dc2,"Demo Mathematics Section 098",Mathematics,fa70d9a0-62b6-4408-88b3-e40a7748454f,DCL0098,"Synthetic class generated for school presentation data.",2024-07-27
377f8b32-5c98-4ada-9c20-411708af52c4,"Demo Mechanical Engineering Section 099","Mechanical Engineering",a9edb0a9-b6d9-4ea7-8129-46a510dd90a7,DCL0099,"Synthetic class generated for school presentation data.",2024-07-29
689e91ee-0523-4cab-8264-1c68f501f4a5,"Demo Physics Section 100",Physics,99513ba5-62ec-4b34-a763-3540f88eab51,DCL0100,"Synthetic class generated for school presentation data.",2024-07-31
ceb147d5-0679-4dda-b63c-ba32ac0b3e5c,"Demo Political Science Section 101","Political Science",e36f7903-62fb-4e18-aba6-f827492e6619,DCL0101,"Synthetic class generated for school presentation data.",2024-08-02
0fe25d5a-f0f1-407a-8a1e-1beee5039ef7,"Demo Psychology Section 102",Psychology,ecfbf023-d1cc-41ff-aa9c-759ed3cc0a93,DCL0102,"Synthetic class generated for school presentation data.",2024-08-04
bf84022e-27b3-465b-ad46-8a439fbe4c10,"Demo Accounting Section 103",Accounting,99eef08c-2585-418e-ba74-cb63dff4467c,DCL0103,"Synthetic class generated for school presentation data.",2024-08-06
4442140b-a35d-4598-9b45-a8aa70f450b6,"Demo Biology Section 104",Biology,182b0be7-49ef-4caa-ae6e-33642b48b1df,DCL0104,"Synthetic class generated for school presentation data.",2024-08-08
e874dfa4-e087-443f-afe9-e7306d96bf1a,"Demo Business Section 105",Business,77576474-fdd0-48cd-9b7f-4477dee4727e,DCL0105,"Synthetic class generated for school presentation data.",2024-08-10
b66f7e75-5e00-4d37-9854-0d4768aecab2,"Demo Chemistry Section 106",Chemistry,1e573e69-4860-4586-b9f7-6e7c2f12486f,DCL0106,"Synthetic class generated for school presentation data.",2024-08-12
b331859a-4cbf-44fd-bd9b-5903d1fd2d4c,"Demo Civil Engineering Section 107","Civil Engineering",ad58d5d4-e44e-4866-b423-7a1895edc461,DCL0107,"Synthetic class generated for school presentation data.",2024-08-14
08fd0b15-eb3e-46dd-9ff0-b498b36d75ae,"Demo Computer Science Section 108","Computer Science",48ecd4ea-5dc3-4411-88f2-12a85eb0ee82,DCL0108,"Synthetic class generated for school presentation data.",2024-08-16
101dcbd3-6d34-457e-b196-7c938accfed3,"Demo Economics Section 109",Economics,72b5b3f4-1568-4240-adcb-0780a511a5bc,DCL0109,"Synthetic class generated for school presentation data.",2024-08-18
d0063b3e-8f09-482e-8772-42b9e82c2778,"Demo Engineering Section 110",Engineering,dde0e52d-005e-4bd2-b362-d8b64dc06e36,DCL0110,"Synthetic class generated for school presentation data.",2024-08-20
7060919e-1cdb-4eb2-a3cd-54c983ca4a2c,"Demo History Section 111",History,f551cdab-0d8f-4dca-ad80-2bb98180f1a2,DCL0111,"Synthetic class generated for school presentation data.",2024-08-22
c1179923-d5f2-47f4-a3c9-3a981514bfe6,"Demo Information Technology Section 112","Information Technology",fb25a8b7-4578-4bd9-a4c2-2f1842a1cd7a,DCL0112,"Synthetic class generated for school presentation data.",2024-08-24
8d84c8a8-4d43-4cd3-91c3-bee1c847a0d2,"Demo Literature Section 113",Literature,8230df46-6e72-43a6-b8b9-95894cdaf410,DCL0113,"Synthetic class generated for school presentation data.",2024-08-26
ea76abde-fb1b-4b2a-bb5e-1118adc4b78e,"Demo Marketing Section 114",Marketing,2ec18961-7fa0-42e8-a3a3-58ac2ede2ede,DCL0114,"Synthetic class generated for school presentation data.",2024-08-28
b5278b78-8901-4bcc-9dea-ff0d650c5508,"Demo Mathematics Section 115",Mathematics,87b7aa9a-f8b0-4f34-9c9c-0e1a283013cd,DCL0115,"Synthetic class generated for school presentation data.",2024-08-30
fbe64498-606e-4e5f-93b6-c2002141a8bf,"Demo Mechanical Engineering Section 116","Mechanical Engineering",c14802e8-47ce-4ed7-a3cf-25ad9d3a85d3,DCL0116,"Synthetic class generated for school presentation data.",2024-09-01
461d203b-1611-42cd-82ad-36f055e5f4c1,"Demo Physics Section 117",Physics,7ebb15d1-bf58-44b1-be1d-9f8bd2aa2b78,DCL0117,"Synthetic class generated for school presentation data.",2024-09-03
bc6ccb77-1f4b-430d-8b27-e1f39225f3d1,"Demo Political Science Section 118","Political Science",7ecb1df7-7e57-477b-bec6-cda034ad7e26,DCL0118,"Synthetic class generated for school presentation data.",2024-09-05
b01538f8-a6cc-4867-b1d1-9269ab3baefe,"Demo Psychology Section 119",Psychology,9d2c8c81-7fa0-4dd8-93f5-f5cf33e24440,DCL0119,"Synthetic class generated for school presentation data.",2024-09-07
2ac57f4d-85ac-489b-8077-377eca2c47c3,"Demo Accounting Section 120",Accounting,68f8fb1e-be96-4185-a7ce-6985355df155,DCL0120,"Synthetic class generated for school presentation data.",2024-09-09
f0453ade-8dda-4387-91ba-8ffb38feab2c,"Demo Biology Section 121",Biology,ae9a3c3b-37a4-4eaf-9804-a747a4bca7ad,DCL0121,"Synthetic class generated for school presentation data.",2024-09-11
ffe168ef-784a-4ed5-8bb8-04f8c0335955,"Demo Business Section 122",Business,257704cd-4685-4bf8-a551-2b40e56cbcef,DCL0122,"Synthetic class generated for school presentation data.",2024-09-13
cb2a028c-1e3c-4156-8cde-937c4d5bc052,"Demo Chemistry Section 123",Chemistry,dff0a256-ee9b-49ba-a281-daa453108571,DCL0123,"Synthetic class generated for school presentation data.",2024-09-15
c989cfaa-ba0c-4812-bc5e-0038b91933aa,"Demo Civil Engineering Section 124","Civil Engineering",50d54ed8-293b-42d3-bb3e-1552c6f628f7,DCL0124,"Synthetic class generated for school presentation data.",2024-09-17
67ca615e-d33a-4ea1-a025-fc105aa85914,"Demo Computer Science Section 125","Computer Science",5c56d791-337d-40cc-8857-38302fcf13e1,DCL0125,"Synthetic class generated for school presentation data.",2024-09-19
537c06a3-1a32-4128-9eeb-9a36c3765c4e,"Demo Economics Section 126",Economics,2c1591d2-7266-4b70-9803-2cb2204346a6,DCL0126,"Synthetic class generated for school presentation data.",2024-09-21
f74ba35d-aa98-4681-a407-f7b3297d94b1,"Demo Engineering Section 127",Engineering,a2d6810b-dea5-4538-a018-5cc3b0f35891,DCL0127,"Synthetic class generated for school presentation data.",2024-09-23
0a8261ee-b1fd-4dac-b6ac-bef4c060a39b,"Demo History Section 128",History,2c95fcff-3160-4995-be1d-7856a62173e1,DCL0128,"Synthetic class generated for school presentation data.",2024-09-25
068f115e-7c92-419a-8702-649a527ac984,"Demo Information Technology Section 129","Information Technology",6c8b3d6e-b0dc-4c3e-9fde-53ed6586f21d,DCL0129,"Synthetic class generated for school presentation data.",2024-09-27
3e7bdc4a-1c7e-49a9-b3e6-f02f547d8083,"Demo Literature Section 130",Literature,c8a2fa7b-00bf-46a1-b5ad-790272e20c15,DCL0130,"Synthetic class generated for school presentation data.",2024-09-29
a7d036b6-c35e-4929-acb6-c044c15983c4,"Demo Marketing Section 131",Marketing,7c66fa97-0d7e-4572-abcd-158f0c8fe475,DCL0131,"Synthetic class generated for school presentation data.",2024-10-01
d07046b8-9c28-41dc-a9eb-1d329ecc0892,"Demo Mathematics Section 132",Mathematics,9aa929d4-05cd-4f01-9a92-935b2201714d,DCL0132,"Synthetic class generated for school presentation data.",2024-10-03
96d8b1cc-d2af-4cfa-b815-d2046264a5b3,"Demo Mechanical Engineering Section 133","Mechanical Engineering",b661beca-9442-46f7-8b13-c7a626a3435b,DCL0133,"Synthetic class generated for school presentation data.",2024-10-05
65a96c6e-6442-4552-b3af-102f1b59ca56,"Demo Physics Section 134",Physics,aab0a207-ff7f-4fee-a3f6-a796f3fb2017,DCL0134,"Synthetic class generated for school presentation data.",2024-10-07
bc4b4c80-613f-4d11-85ee-45cb527afdb4,"Demo Political Science Section 135","Political Science",fe085319-4c58-45db-b705-750c5c6d1f71,DCL0135,"Synthetic class generated for school presentation data.",2024-10-09
