id,title,description,class_id,teacher_id,duration_minutes,total_marks,passing_marks,start_date,end_date,status,questions_json,created_at
1e5f36cd-391e-4e56-beb6-454260298ffd,"Computer Science Demo Exam 01","Synthetic exam generated for school presentation data.",312fb9e6-ac67-4eb5-840c-c10eb56d9c71,bd2d223c-8e46-43be-9efa-e10a5bfa3eef,75,100,60,"2024-02-20 10:00:00","2024-02-20 11:15:00",completed,"[{""id"":""q-11-1"",""text"":""Core concept check in Computer Science: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-11-2"",""text"":""Applied problem solving in Computer Science."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-11-3"",""text"":""Interpret the scenario and identify the correct outcome for Computer Science."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-11-4"",""text"":""Select the strongest justification in Computer Science."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-11-5"",""text"":""Short reflection prompt for Computer Science."",""type"":""essay"",""marks"":20,""topic"":""Computer Science""}]",2024-02-20
6ab33820-bdd8-4e5c-a409-1f93bd5193ea,"Computer Science Demo Exam 02","Synthetic exam generated for school presentation data.",312fb9e6-ac67-4eb5-840c-c10eb56d9c71,bd2d223c-8e46-43be-9efa-e10a5bfa3eef,90,100,60,"2024-03-12 11:00:00","2024-03-12 12:30:00",published,"[{""id"":""q-12-1"",""text"":""Core concept check in Computer Science: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-12-2"",""text"":""Applied problem solving in Computer Science."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-12-3"",""text"":""Interpret the scenario and identify the correct outcome for Computer Science."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-12-4"",""text"":""Select the strongest justification in Computer Science."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Computer Science""},{""id"":""q-12-5"",""text"":""Short reflection prompt for Computer Science."",""type"":""essay"",""marks"":20,""topic"":""Computer Science""}]",2024-03-12
04132df5-4503-4db8-b754-96c8e96251d4,"Economics Demo Exam 01","Synthetic exam generated for school presentation data.",53a3824a-a683-4ec1-9d2b-04c762b8980d,1cb05fe0-b865-4b18-a162-e6b61388f716,105,100,60,"2024-02-23 10:00:00","2024-02-23 11:45:00",completed,"[{""id"":""q-13-1"",""text"":""Core concept check in Economics: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Economics""},{""id"":""q-13-2"",""text"":""Applied problem solving in Economics."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Economics""},{""id"":""q-13-3"",""text"":""Interpret the scenario and identify the correct outcome for Economics."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Economics""},{""id"":""q-13-4"",""text"":""Select the strongest justification in Economics."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Economics""},{""id"":""q-13-5"",""text"":""Short reflection prompt for Economics."",""type"":""essay"",""marks"":20,""topic"":""Economics""}]",2024-02-23
e7691f35-7fdc-4876-ad22-7b7fb3fa16c3,"Economics Demo Exam 02","Synthetic exam generated for school presentation data.",53a3824a-a683-4ec1-9d2b-04c762b8980d,1cb05fe0-b865-4b18-a162-e6b61388f716,120,100,60,"2024-03-15 11:00:00","2024-03-15 13:00:00",published,"[{""id"":""q-14-1"",""text"":""Core concept check in Economics: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Economics""},{""id"":""q-14-2"",""text"":""Applied problem solving in Economics."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Economics""},{""id"":""q-14-3"",""text"":""Interpret the scenario and identify the correct outcome for Economics."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Economics""},{""id"":""q-14-4"",""text"":""Select the strongest justification in Economics."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Economics""},{""id"":""q-14-5"",""text"":""Short reflection prompt for Economics."",""type"":""essay"",""marks"":20,""topic"":""Economics""}]",2024-03-15
a62844fc-a744-4ca4-a00d-dc77eaa5478f,"Engineering Demo Exam 01","Synthetic exam generated for school presentation data.",a33207b1-6b2c-4d16-bb00-78ecc4180c7e,6610878f-ed49-4f72-bad9-de53a8c6d8c7,60,100,60,"2024-02-26 10:00:00","2024-02-26 11:00:00",completed,"[{""id"":""q-15-1"",""text"":""Core concept check in Engineering: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Engineering""},{""id"":""q-15-2"",""text"":""Applied problem solving in Engineering."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Engineering""},{""id"":""q-15-3"",""text"":""Interpret the scenario and identify the correct outcome for Engineering."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Engineering""},{""id"":""q-15-4"",""text"":""Select the strongest justification in Engineering."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Engineering""},{""id"":""q-15-5"",""text"":""Short reflection prompt for Engineering."",""type"":""essay"",""marks"":20,""topic"":""Engineering""}]",2024-02-26
7634b303-b715-4436-98e7-cec981acc04d,"Engineering Demo Exam 02","Synthetic exam generated for school presentation data.",a33207b1-6b2c-4d16-bb00-78ecc4180c7e,6610878f-ed49-4f72-bad9-de53a8c6d8c7,75,100,60,"2024-03-18 11:00:00","2024-03-18 12:15:00",published,"[{""id"":""q-16-1"",""text"":""Core concept check in Engineering: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Engineering""},{""id"":""q-16-2"",""text"":""Applied problem solving in Engineering."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Engineering""},{""id"":""q-16-3"",""text"":""Interpret the scenario and identify the correct outcome for Engineering."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Engineering""},{""id"":""q-16-4"",""text"":""Select the strongest justification in Engineering."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Engineering""},{""id"":""q-16-5"",""text"":""Short reflection prompt for Engineering."",""type"":""essay"",""marks"":20,""topic"":""Engineering""}]",2024-03-18
65018cba-0064-4e0b-b373-d52863272eb9,"History Demo Exam 01","Synthetic exam generated for school presentation data.",7036dc85-7049-4b20-9190-3a62a38a357a,61c267c7-cbb9-40ee-bd32-1c091d59f8f6,90,100,60,"2024-02-29 10:00:00","2024-02-29 11:30:00",completed,"[{""id"":""q-17-1"",""text"":""Core concept check in History: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""History""},{""id"":""q-17-2"",""text"":""Applied problem solving in History."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""History""},{""id"":""q-17-3"",""text"":""Interpret the scenario and identify the correct outcome for History."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""History""},{""id"":""q-17-4"",""text"":""Select the strongest justification in History."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""History""},{""id"":""q-17-5"",""text"":""Short reflection prompt for History."",""type"":""essay"",""marks"":20,""topic"":""History""}]",2024-02-29
67e74b28-8720-4597-8f64-7e3d34fa62e4,"History Demo Exam 02","Synthetic exam generated for school presentation data.",7036dc85-7049-4b20-9190-3a62a38a357a,61c267c7-cbb9-40ee-bd32-1c091d59f8f6,105,100,60,"2024-03-21 11:00:00","2024-03-21 12:45:00",published,"[{""id"":""q-18-1"",""text"":""Core concept check in History: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""History""},{""id"":""q-18-2"",""text"":""Applied problem solving in History."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""History""},{""id"":""q-18-3"",""text"":""Interpret the scenario and identify the correct outcome for History."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""History""},{""id"":""q-18-4"",""text"":""Select the strongest justification in History."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""History""},{""id"":""q-18-5"",""text"":""Short reflection prompt for History."",""type"":""essay"",""marks"":20,""topic"":""History""}]",2024-03-21
d6ff17a1-2903-4053-9bee-0065e71634ed,"Information Technology Demo Exam 01","Synthetic exam generated for school presentation data.",dbda42cb-a804-49a7-bbed-8abf5d084027,dda049b3-4147-41ff-bbb8-a3cd336b07f4,120,100,60,"2024-03-03 10:00:00","2024-03-03 12:00:00",completed,"[{""id"":""q-19-1"",""text"":""Core concept check in Information Technology: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-19-2"",""text"":""Applied problem solving in Information Technology."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-19-3"",""text"":""Interpret the scenario and identify the correct outcome for Information Technology."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-19-4"",""text"":""Select the strongest justification in Information Technology."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-19-5"",""text"":""Short reflection prompt for Information Technology."",""type"":""essay"",""marks"":20,""topic"":""Information Technology""}]",2024-03-03
91d9c353-d6f9-474f-8199-c41de43dc7b7,"Information Technology Demo Exam 02","Synthetic exam generated for school presentation data.",dbda42cb-a804-49a7-bbed-8abf5d084027,dda049b3-4147-41ff-bbb8-a3cd336b07f4,60,100,60,"2024-03-24 11:00:00","2024-03-24 12:00:00",published,"[{""id"":""q-20-1"",""text"":""Core concept check in Information Technology: choose the best answer."",""type"":""mcq"",""options"":[""Option A"",""Option B"",""Option C"",""Option D""],""correctAnswer"":""Option A"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-20-2"",""text"":""Applied problem solving in Information Technology."",""type"":""mcq"",""options"":[""Approach 1"",""Approach 2"",""Approach 3"",""Approach 4""],""correctAnswer"":""Approach 2"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-20-3"",""text"":""Interpret the scenario and identify the correct outcome for Information Technology."",""type"":""mcq"",""options"":[""Outcome 1"",""Outcome 2"",""Outcome 3"",""Outcome 4""],""correctAnswer"":""Outcome 3"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-20-4"",""text"":""Select the strongest justification in Information Technology."",""type"":""mcq"",""options"":[""Justification A"",""Justification B"",""Justification C"",""Justification D""],""correctAnswer"":""Justification B"",""marks"":20,""topic"":""Information Technology""},{""id"":""q-20-5"",""text"":""Short reflection prompt for Information Technology."",""type"":""essay"",""marks"":20,""topic"":""Information Technology""}]",2024-03-24
