exam_id,student_id,violation_no,violation_type,details,occurred_at
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,13d2ebc1-81c3-4ce7-aa83-02c2bcd018bd,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-08-29 11:07:00"
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,13d2ebc1-81c3-4ce7-aa83-02c2bcd018bd,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-08-29 11:14:00"
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,571d90f3-5c9b-4975-88be-e15f087838fd,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-08-30 12:07:00"
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,571d90f3-5c9b-4975-88be-e15f087838fd,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-08-30 12:14:00"
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,571d90f3-5c9b-4975-88be-e15f087838fd,3,tab_switch,"Synthetic tab_switch event #3 for presentation scenario.","2026-08-30 12:21:00"
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,2c81523a-aa97-4d5e-b1a3-9b21befb07f1,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-08-31 13:07:00"
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,8f559342-82a9-499c-8bda-2b996bbed6ec,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-01 14:07:00"
2e5e367e-a8ce-4305-85b8-3f5eb1e8ac85,8f559342-82a9-499c-8bda-2b996bbed6ec,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-01 14:14:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,8af6b44f-aae4-48f3-bfe2-b378afd50575,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-08-30 10:07:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,8af6b44f-aae4-48f3-bfe2-b378afd50575,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-08-30 10:14:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,8af6b44f-aae4-48f3-bfe2-b378afd50575,3,tab_switch,"Synthetic tab_switch event #3 for presentation scenario.","2026-08-30 10:21:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,dc9e0c0d-7429-45e2-bf33-e2d9ca9a92db,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-08-31 11:07:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,84992771-eb53-438c-a4d1-13a21986cef5,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-01 12:07:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,84992771-eb53-438c-a4d1-13a21986cef5,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-01 12:14:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,df96f758-914f-4e81-a1d6-dcd8fff73240,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-02 13:07:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,df96f758-914f-4e81-a1d6-dcd8fff73240,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-09-02 13:14:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,df96f758-914f-4e81-a1d6-dcd8fff73240,3,auto_submitted,"Synthetic auto_submitted event #3 for presentation scenario.","2026-09-02 13:21:00"
3801c5e0-a35b-422e-94cb-b2782c2bb6da,7a44a4dc-1d7b-4104-a8ee-eddd0139245a,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-03 14:07:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,b77cb189-d957-40ed-97b4-2bf1bfcde7d1,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-01 10:07:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,b77cb189-d957-40ed-97b4-2bf1bfcde7d1,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-01 10:14:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,1dfd4e3c-0050-432b-a540-a8a5a3ab9266,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-02 11:07:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,1dfd4e3c-0050-432b-a540-a8a5a3ab9266,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-09-02 11:14:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,1dfd4e3c-0050-432b-a540-a8a5a3ab9266,3,auto_submitted,"Synthetic auto_submitted event #3 for presentation scenario.","2026-09-02 11:21:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,373ed79d-6cb6-4ef2-9023-2114421fd559,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-03 12:07:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,5a5c3927-e23e-4fac-8ff3-f1add6fb46d7,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-04 13:07:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,5a5c3927-e23e-4fac-8ff3-f1add6fb46d7,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-09-04 13:14:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,bcdf545c-eac2-4b16-9cc2-0ef2ddbcc05e,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-05 14:07:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,bcdf545c-eac2-4b16-9cc2-0ef2ddbcc05e,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-05 14:14:00"
e2b46ea1-b118-4aab-9fbd-9ce774ec4c7e,bcdf545c-eac2-4b16-9cc2-0ef2ddbcc05e,3,right_click,"Synthetic right_click event #3 for presentation scenario.","2026-09-05 14:21:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,4492e3ba-c60e-4c67-9bfd-1826d02a7a1b,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-03 10:07:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,0ea477a3-ed5b-4412-864f-33277f0e4645,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-04 11:07:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,0ea477a3-ed5b-4412-864f-33277f0e4645,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-09-04 11:14:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,f9f01807-8da2-4f5a-8847-b42d15d1945b,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-05 12:07:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,f9f01807-8da2-4f5a-8847-b42d15d1945b,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-05 12:14:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,f9f01807-8da2-4f5a-8847-b42d15d1945b,3,right_click,"Synthetic right_click event #3 for presentation scenario.","2026-09-05 12:21:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,3a2025c0-931e-41e8-b475-1471bf559991,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-06 13:07:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,b0f68bc2-ec96-4163-a21b-3e76e4d6a219,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-07 14:07:00"
1b416d5a-47d8-4940-9b5d-bd34dff89327,b0f68bc2-ec96-4163-a21b-3e76e4d6a219,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-09-07 14:14:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,503d9aa5-4d7a-4f28-8c7d-82093c35ee8c,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-05 10:07:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,503d9aa5-4d7a-4f28-8c7d-82093c35ee8c,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-05 10:14:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,503d9aa5-4d7a-4f28-8c7d-82093c35ee8c,3,right_click,"Synthetic right_click event #3 for presentation scenario.","2026-09-05 10:21:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,db68a2d8-d9a1-4a54-b3d1-6c72ea4242dd,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-06 11:07:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,2e318f90-913c-4dd9-9198-175e357a9659,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-07 12:07:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,2e318f90-913c-4dd9-9198-175e357a9659,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-09-07 12:14:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,2db3b8f9-7df7-4c20-bd1b-c4808288947a,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-08 13:07:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,2db3b8f9-7df7-4c20-bd1b-c4808288947a,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-09-08 13:14:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,2db3b8f9-7df7-4c20-bd1b-c4808288947a,3,window_blur,"Synthetic window_blur event #3 for presentation scenario.","2026-09-08 13:21:00"
1e5f36cd-391e-4e56-beb6-454260298ffd,72edf252-324f-448d-87ef-18b35c685ee8,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-09 14:07:00"
04132df5-4503-4db8-b754-96c8e96251d4,a467fe6a-bb52-469a-861a-5d5739657f8d,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-07 10:07:00"
04132df5-4503-4db8-b754-96c8e96251d4,a467fe6a-bb52-469a-861a-5d5739657f8d,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-09-07 10:14:00"
04132df5-4503-4db8-b754-96c8e96251d4,91865171-f3a4-4728-8d61-e12bbf73f6b6,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-08 11:07:00"
04132df5-4503-4db8-b754-96c8e96251d4,91865171-f3a4-4728-8d61-e12bbf73f6b6,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-09-08 11:14:00"
04132df5-4503-4db8-b754-96c8e96251d4,91865171-f3a4-4728-8d61-e12bbf73f6b6,3,window_blur,"Synthetic window_blur event #3 for presentation scenario.","2026-09-08 11:21:00"
04132df5-4503-4db8-b754-96c8e96251d4,6b12ed57-d356-4efe-98d1-e4028f174b5d,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-09 12:07:00"
04132df5-4503-4db8-b754-96c8e96251d4,f97e51e7-e522-4493-909f-6c2594573f79,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-10 13:07:00"
04132df5-4503-4db8-b754-96c8e96251d4,f97e51e7-e522-4493-909f-6c2594573f79,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-09-10 13:14:00"
04132df5-4503-4db8-b754-96c8e96251d4,b87cce12-66c1-40ff-941e-5def8d79684d,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-11 14:07:00"
04132df5-4503-4db8-b754-96c8e96251d4,b87cce12-66c1-40ff-941e-5def8d79684d,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-09-11 14:14:00"
04132df5-4503-4db8-b754-96c8e96251d4,b87cce12-66c1-40ff-941e-5def8d79684d,3,tab_switch,"Synthetic tab_switch event #3 for presentation scenario.","2026-09-11 14:21:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,dd1afa33-c63d-4df4-ad01-044c6aa4bce4,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-09 10:07:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,b96dcf6d-7a86-44fc-b79b-6b90d7af74bd,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-10 11:07:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,b96dcf6d-7a86-44fc-b79b-6b90d7af74bd,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-09-10 11:14:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,743f97fa-289d-4316-8044-fa5b5c20cf15,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-11 12:07:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,743f97fa-289d-4316-8044-fa5b5c20cf15,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-09-11 12:14:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,743f97fa-289d-4316-8044-fa5b5c20cf15,3,tab_switch,"Synthetic tab_switch event #3 for presentation scenario.","2026-09-11 12:21:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,54457d5b-b062-4d3e-8adc-334e169ac939,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-12 13:07:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,5b12e5fb-8a26-4042-8f1b-1f7821d4478f,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-13 14:07:00"
a62844fc-a744-4ca4-a00d-dc77eaa5478f,5b12e5fb-8a26-4042-8f1b-1f7821d4478f,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-13 14:14:00"
65018cba-0064-4e0b-b373-d52863272eb9,da7485b2-fc6c-407e-87a3-f609ee836a15,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-11 10:07:00"
65018cba-0064-4e0b-b373-d52863272eb9,da7485b2-fc6c-407e-87a3-f609ee836a15,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-09-11 10:14:00"
65018cba-0064-4e0b-b373-d52863272eb9,da7485b2-fc6c-407e-87a3-f609ee836a15,3,tab_switch,"Synthetic tab_switch event #3 for presentation scenario.","2026-09-11 10:21:00"
65018cba-0064-4e0b-b373-d52863272eb9,09947134-b02a-4e1d-98c0-7425ec02dff3,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-12 11:07:00"
65018cba-0064-4e0b-b373-d52863272eb9,0ac48f93-f410-42c0-8be0-affc9cc97c8b,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-13 12:07:00"
65018cba-0064-4e0b-b373-d52863272eb9,0ac48f93-f410-42c0-8be0-affc9cc97c8b,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-13 12:14:00"
65018cba-0064-4e0b-b373-d52863272eb9,4e3295fc-c640-4822-9361-c27a0411fcf1,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-14 13:07:00"
65018cba-0064-4e0b-b373-d52863272eb9,4e3295fc-c640-4822-9361-c27a0411fcf1,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-09-14 13:14:00"
65018cba-0064-4e0b-b373-d52863272eb9,4e3295fc-c640-4822-9361-c27a0411fcf1,3,auto_submitted,"Synthetic auto_submitted event #3 for presentation scenario.","2026-09-14 13:21:00"
65018cba-0064-4e0b-b373-d52863272eb9,baac066e-d9bc-49f5-900a-b5ae586c4a2b,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-15 14:07:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,93873041-4e51-45da-ad5b-4afde5db6974,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-13 10:07:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,93873041-4e51-45da-ad5b-4afde5db6974,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-13 10:14:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,b4e8b578-490c-47e9-972c-d99d279ff150,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-14 11:07:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,b4e8b578-490c-47e9-972c-d99d279ff150,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-09-14 11:14:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,b4e8b578-490c-47e9-972c-d99d279ff150,3,auto_submitted,"Synthetic auto_submitted event #3 for presentation scenario.","2026-09-14 11:21:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,a3a7a64c-c624-4cdd-af2d-8e871a21edd6,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-15 12:07:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,2286ddd1-4bba-4f89-8ebe-c66abf513fb9,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-16 13:07:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,2286ddd1-4bba-4f89-8ebe-c66abf513fb9,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-09-16 13:14:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,6c495481-0489-46d7-aff2-6add5fdb40b3,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-17 14:07:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,6c495481-0489-46d7-aff2-6add5fdb40b3,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-17 14:14:00"
d6ff17a1-2903-4053-9bee-0065e71634ed,6c495481-0489-46d7-aff2-6add5fdb40b3,3,right_click,"Synthetic right_click event #3 for presentation scenario.","2026-09-17 14:21:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,31ec147c-2f96-4783-b776-f7fd95d0cf4e,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-09-15 10:07:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,83a44bd8-e9be-4239-a27f-433b7f2c1d7d,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-09-16 11:07:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,83a44bd8-e9be-4239-a27f-433b7f2c1d7d,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-09-16 11:14:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,581afc2c-a8fa-433b-91e8-f0577c1d3537,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-17 12:07:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,581afc2c-a8fa-433b-91e8-f0577c1d3537,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-17 12:14:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,581afc2c-a8fa-433b-91e8-f0577c1d3537,3,right_click,"Synthetic right_click event #3 for presentation scenario.","2026-09-17 12:21:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,d139efb7-7671-4972-8f15-95e076e6bb4d,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-18 13:07:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,ff832bb9-3414-4616-8024-7a1c1224b8da,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-08-25 14:07:00"
ec4b12aa-dfce-40bd-9a58-08cd5ca7f049,ff832bb9-3414-4616-8024-7a1c1224b8da,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-08-25 14:14:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,8abd1270-0ea8-427e-a260-a5a8dcbe3cc4,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-09-17 10:07:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,8abd1270-0ea8-427e-a260-a5a8dcbe3cc4,2,window_blur,"Synthetic window_blur event #2 for presentation scenario.","2026-09-17 10:14:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,8abd1270-0ea8-427e-a260-a5a8dcbe3cc4,3,right_click,"Synthetic right_click event #3 for presentation scenario.","2026-09-17 10:21:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,3af27149-f3ce-49dd-8c60-0f5b95eef5e6,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-09-18 11:07:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,a66d5d83-b3d4-4f47-82d8-25ed6c3c1507,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-08-25 12:07:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,a66d5d83-b3d4-4f47-82d8-25ed6c3c1507,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-08-25 12:14:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,56d1d163-9f77-4b25-94d7-98ce2e257611,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-08-26 13:07:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,56d1d163-9f77-4b25-94d7-98ce2e257611,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-08-26 13:14:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,56d1d163-9f77-4b25-94d7-98ce2e257611,3,window_blur,"Synthetic window_blur event #3 for presentation scenario.","2026-08-26 13:21:00"
471e1565-0fbf-4567-a8b0-76a9c7753be2,b6b6556c-e3bc-4314-ba91-8f0803cc665e,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-08-27 14:07:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,6ad9bee9-de5a-4e22-ba74-0311cc948ab7,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-08-25 10:07:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,6ad9bee9-de5a-4e22-ba74-0311cc948ab7,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-08-25 10:14:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,aa6bd93b-e534-4848-9e27-c62d0a6aecfe,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-08-26 11:07:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,aa6bd93b-e534-4848-9e27-c62d0a6aecfe,2,tab_switch,"Synthetic tab_switch event #2 for presentation scenario.","2026-08-26 11:14:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,aa6bd93b-e534-4848-9e27-c62d0a6aecfe,3,window_blur,"Synthetic window_blur event #3 for presentation scenario.","2026-08-26 11:21:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,0d45d296-b7e6-4ab5-b561-033346dc3c79,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-08-27 12:07:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,1d1411d0-655d-4d0a-93c6-d470222be7a2,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-08-28 13:07:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,1d1411d0-655d-4d0a-93c6-d470222be7a2,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-08-28 13:14:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,2bc81684-3657-45a2-acea-82d557db3c90,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-08-29 14:07:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,2bc81684-3657-45a2-acea-82d557db3c90,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-08-29 14:14:00"
1f70dddd-c7e7-4a5c-bbac-18a4d124a8e2,2bc81684-3657-45a2-acea-82d557db3c90,3,tab_switch,"Synthetic tab_switch event #3 for presentation scenario.","2026-08-29 14:21:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,6ffecf86-0bc4-46b7-9ce8-0f2c48048271,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-08-27 10:07:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,9704a068-98a1-4f12-b0fe-51b32fe3095f,1,window_blur,"Synthetic window_blur event #1 for presentation scenario.","2026-08-28 11:07:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,9704a068-98a1-4f12-b0fe-51b32fe3095f,2,right_click,"Synthetic right_click event #2 for presentation scenario.","2026-08-28 11:14:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,a91ddf7b-a470-42fc-b094-11a50c871dc9,1,right_click,"Synthetic right_click event #1 for presentation scenario.","2026-08-29 12:07:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,a91ddf7b-a470-42fc-b094-11a50c871dc9,2,auto_submitted,"Synthetic auto_submitted event #2 for presentation scenario.","2026-08-29 12:14:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,a91ddf7b-a470-42fc-b094-11a50c871dc9,3,tab_switch,"Synthetic tab_switch event #3 for presentation scenario.","2026-08-29 12:21:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,3543b863-edd1-45b3-bf81-8945858d4659,1,auto_submitted,"Synthetic auto_submitted event #1 for presentation scenario.","2026-08-30 13:07:00"
79cf84d9-f4de-485e-9c01-148df1e1a457,b4af2850-58df-4e25-8f78-fb871df28379,1,tab_switch,"Synthetic tab_switch event #1 for presentation scenario.","2026-08-31 14:07:00"
